
gs1	gs1.ngenes	gs2	gs2.ngenes	ncommon	pvalue	FDR
0	17	GO:0019637	219	2	0.00161622221506	0.00119496374878
0	17	GO:0014740	2	0	3.73798184017e-05	0.00119344343867
0	17	GO:0014741	8	0	3.73798184017e-05	0.00119268473336
0	17	GO:0014742	5	0	3.73798184017e-05	0.00119192699211
0	17	GO:0014743	13	0	3.73798184017e-05	0.00119117021307
0	17	GO:0014744	1	0	3.73798184017e-05	0.0011904143944
0	17	GO:0014745	3	0	3.73798184017e-05	0.00118965953429
0	17	GO:0071260	48	0	3.73798184017e-05	0.00118890563091
0	17	GO:0071267	6	0	3.73798184017e-05	0.00118815268245
0	17	GO:0071265	6	0	3.73798184017e-05	0.00118740068708
0	17	GO:0003179	11	0	3.73798184017e-05	0.001186649643
0	17	GO:0003171	2	0	3.73798184017e-05	0.00118589954841
0	17	GO:0072404	64	0	3.73798184017e-05	0.0011851504015
0	17	GO:0003177	1	0	3.73798184017e-05	0.00118440220049
0	17	GO:0003176	5	0	3.73798184017e-05	0.00118365494358
0	17	GO:0072401	63	0	3.73798184017e-05	0.00118290862899
0	17	GO:0003174	2	0	3.73798184017e-05	0.00118216325493
0	17	GO:0061149	1	0	3.73798184017e-05	0.00118141881964
0	17	GO:0015965	1	0	3.73798184017e-05	0.00118067532132
0	17	GO:0050929	1	0	3.73798184017e-05	0.00117993275823
0	17	GO:0006910	6	0	3.73798184017e-05	0.00117919112859
0	17	GO:0015964	1	0	3.73798184017e-05	0.00117845043064
0	17	GO:0006189	3	0	3.73798184017e-05	0.00117771066264
0	17	GO:0006188	5	0	3.73798184017e-05	0.00117697182282
0	17	GO:0034654	201	2	0.00161622221506	0.00117697182282
0	17	GO:0006184	152	1	0.000274726763808	0.00863943375659
0	17	GO:0034656	295	1	0.000274726763808	0.00863402396714
0	17	GO:0034650	3	0	3.73798184017e-05	0.00117402571063
0	17	GO:0034651	3	0	3.73798184017e-05	0.00117329148567
0	17	GO:0006183	12	1	0.000274726763808	0.00117329148567
0	17	GO:0006182	15	0	3.73798184017e-05	0.00117182578737
0	17	GO:0048733	1	0	3.73798184017e-05	0.0011710943106
0	17	GO:0061369	1	0	3.73798184017e-05	0.00117036374646
0	17	GO:0061364	3	0	3.73798184017e-05	0.00116963409326
0	17	GO:0061360	1	0	3.73798184017e-05	0.00116890534927
0	17	GO:0031936	7	0	3.73798184017e-05	0.00116817751282
0	17	GO:0031937	1	0	3.73798184017e-05	0.00116745058219
0	17	GO:0031935	9	0	3.73798184017e-05	0.00116672455571
0	17	GO:0060369	2	0	3.73798184017e-05	0.00116599943169
0	17	GO:0090208	11	0	3.73798184017e-05	0.00116527520844
0	17	GO:0090205	6	0	3.73798184017e-05	0.00116455188428
0	17	GO:0060364	3	0	3.73798184017e-05	0.00116382945756
0	17	GO:0090207	16	0	3.73798184017e-05	0.00116310792658
0	17	GO:0090206	3	0	3.73798184017e-05	0.0011623872897
0	17	GO:0090201	5	0	3.73798184017e-05	0.00116166754525
0	17	GO:0090200	11	0	3.73798184017e-05	0.00116094869157
0	17	GO:0060363	9	0	3.73798184017e-05	0.00116023072701
0	17	GO:0010842	7	0	3.73798184017e-05	0.00115951364993
0	17	GO:0015833	53	0	3.73798184017e-05	0.00115879745867
0	17	GO:0055014	2	0	3.73798184017e-05	0.00115808215159
0	17	GO:0015837	126	1	0.000274726763808	0.00115808215159
0	17	GO:0015838	12	0	3.73798184017e-05	0.00115665418347
0	17	GO:0046777	94	0	3.73798184017e-05	0.00115594151915
0	17	GO:0005988	2	0	3.73798184017e-05	0.0011552297325
0	17	GO:0010890	5	0	3.73798184017e-05	0.0011545188219
0	17	GO:0010891	4	0	3.73798184017e-05	0.00115380878572
0	17	GO:0005980	20	0	3.73798184017e-05	0.00115309962236
0	17	GO:0005981	7	0	3.73798184017e-05	0.00115239133021
0	17	GO:0005982	1	0	3.73798184017e-05	0.00115168390766
0	17	GO:0005983	1	0	3.73798184017e-05	0.00115097735312
0	17	GO:0005984	5	0	3.73798184017e-05	0.00115027166498
0	17	GO:0043324	4	0	3.73798184017e-05	0.00114956684166
0	17	GO:0051917	12	0	3.73798184017e-05	0.00114886288156
0	17	GO:0051914	1	0	3.73798184017e-05	0.0011481597831
0	17	GO:0051915	1	0	3.73798184017e-05	0.0011474575447
0	17	GO:0051913	1	0	3.73798184017e-05	0.00114675616478
0	17	GO:0045974	6	0	3.73798184017e-05	0.00114605564177
0	17	GO:0051918	9	0	3.73798184017e-05	0.0011453559741
0	17	GO:0051919	4	0	3.73798184017e-05	0.00114465716021
0	17	GO:0006729	6	0	3.73798184017e-05	0.00114395919853
0	17	GO:0060180	6	0	3.73798184017e-05	0.0011432620875
0	17	GO:0009988	22	0	3.73798184017e-05	0.00114256582557
0	17	GO:0043320	3	0	3.73798184017e-05	0.00114187041119
0	17	GO:0006721	45	0	3.73798184017e-05	0.00114117584281
0	17	GO:0006720	66	0	3.73798184017e-05	0.00114048211889
0	17	GO:0060489	2	0	3.73798184017e-05	0.0011397892379
0	17	GO:0009987	11282	15	0.00161622221506	0.0011397892379
0	17	GO:0006725	216	1	0.000274726763808	0.00836683026427
0	17	GO:0050853	19	0	3.73798184017e-05	0.0011377156371
0	17	GO:0006726	4	0	3.73798184017e-05	0.00113702611247
0	17	GO:0009185	10	0	3.73798184017e-05	0.00113633742313
0	17	GO:0009186	5	0	3.73798184017e-05	0.00113564956754
0	17	GO:0009187	48	0	3.73798184017e-05	0.00113496254421
0	17	GO:0009180	5	0	3.73798184017e-05	0.00113427635162
0	17	GO:0009181	2	0	3.73798184017e-05	0.00113359098827
0	17	GO:0009182	1	0	3.73798184017e-05	0.00113290645265
0	17	GO:0009183	1	0	3.73798184017e-05	0.00113222274326
0	17	GO:0009188	5	0	3.73798184017e-05	0.00113153985861
0	17	GO:0009189	3	0	3.73798184017e-05	0.00113085779722
0	17	GO:0006448	7	0	3.73798184017e-05	0.00113017655758
0	17	GO:0009202	2	0	3.73798184017e-05	0.00112949613822
0	17	GO:0010557	917	1	0.000274726763808	0.00112949613822
0	17	GO:0001878	3	0	3.73798184017e-05	0.00112813775441
0	17	GO:0008050	1	0	3.73798184017e-05	0.00112745978701
0	17	GO:0008053	7	0	3.73798184017e-05	0.00112678263398
0	17	GO:0008052	1	0	3.73798184017e-05	0.00112610629387
0	17	GO:0008054	5	0	3.73798184017e-05	0.0011254307652
0	17	GO:0008057	1	0	3.73798184017e-05	0.00112475604651
0	17	GO:0000073	1	0	3.73798184017e-05	0.00112408213636
0	17	GO:0000072	2	0	3.73798184017e-05	0.00112340903328
0	17	GO:0000070	42	1	0.000274726763808	0.00112340903328
0	17	GO:0000077	119	0	3.73798184017e-05	0.00112206524257
0	17	GO:0000076	11	0	3.73798184017e-05	0.00112139455205
0	17	GO:0000075	217	2	0.00161622221506	0.00112139455205
0	17	GO:0043016	1	0	3.73798184017e-05	0.00112005557348
0	17	GO:0000079	81	0	3.73798184017e-05	0.00111938728257
0	17	GO:0072189	7	0	3.73798184017e-05	0.00111871978866
0	17	GO:0072182	7	0	3.73798184017e-05	0.00111805309033
0	17	GO:0072183	2	0	3.73798184017e-05	0.00111738718617
0	17	GO:0072180	4	0	3.73798184017e-05	0.00111672207475
0	17	GO:0072181	2	0	3.73798184017e-05	0.00111605775466
0	17	GO:0072186	1	0	3.73798184017e-05	0.00111539422448
0	17	GO:0072184	1	0	3.73798184017e-05	0.00111473148282
0	17	GO:0072185	1	0	3.73798184017e-05	0.00111406952825
0	17	GO:0052556	4	0	3.73798184017e-05	0.0011134083594
0	17	GO:0052555	4	0	3.73798184017e-05	0.00111274797484
0	17	GO:0008588	4	0	3.73798184017e-05	0.0011120883732
0	17	GO:0052553	4	0	3.73798184017e-05	0.00111142955307
0	17	GO:0052552	4	0	3.73798184017e-05	0.00111077151307
0	17	GO:0052551	1	0	3.73798184017e-05	0.00111011425182
0	17	GO:0043017	1	0	3.73798184017e-05	0.00110945776794
0	17	GO:0008582	2	0	3.73798184017e-05	0.00110880206004
0	17	GO:0008585	83	1	0.000274726763808	0.00110880206004
0	17	GO:0008584	86	0	3.73798184017e-05	0.0011074929667
0	17	GO:0008277	72	0	3.73798184017e-05	0.00110683957851
0	17	GO:0008272	13	0	3.73798184017e-05	0.00110618696084
0	17	GO:0070723	12	0	3.73798184017e-05	0.0011055351123
0	17	GO:0070727	526	0	3.73798184017e-05	0.00110488403156
0	17	GO:0042840	1	0	3.73798184017e-05	0.00110423371723
0	17	GO:0042843	1	0	3.73798184017e-05	0.00110358416799
0	17	GO:0060481	2	0	3.73798184017e-05	0.00110293538247
0	17	GO:2000097	2	0	3.73798184017e-05	0.00110228735933
0	17	GO:2000096	2	0	3.73798184017e-05	0.00110164009723
0	17	GO:2000095	4	0	3.73798184017e-05	0.00110099359482
0	17	GO:2000098	1	0	3.73798184017e-05	0.00110034785078
0	17	GO:0000460	12	0	3.73798184017e-05	0.00109970286376
0	17	GO:0000461	2	0	3.73798184017e-05	0.00109905863244
0	17	GO:0000462	6	0	3.73798184017e-05	0.00109841515549
0	17	GO:0000463	3	0	3.73798184017e-05	0.00109777243159
0	17	GO:0071242	2	0	3.73798184017e-05	0.0010971304594
0	17	GO:0000466	6	0	3.73798184017e-05	0.00109648923763
0	17	GO:0000469	4	0	3.73798184017e-05	0.00109584876494
0	17	GO:0070584	6	0	3.73798184017e-05	0.00109520904004
0	17	GO:0070585	40	0	3.73798184017e-05	0.0010945700616
0	17	GO:0070587	3	0	3.73798184017e-05	0.00109393182833
0	17	GO:0051354	18	0	3.73798184017e-05	0.00109329433892
0	17	GO:0070588	33	0	3.73798184017e-05	0.00109265759207
0	17	GO:0051351	83	0	3.73798184017e-05	0.00109202158649
0	17	GO:0051352	72	0	3.73798184017e-05	0.00109138632087
0	17	GO:0051353	30	0	3.73798184017e-05	0.00109075179394
0	17	GO:0032305	7	0	3.73798184017e-05	0.00109011800441
0	17	GO:0032306	7	0	3.73798184017e-05	0.00108948495098
0	17	GO:0032303	7	0	3.73798184017e-05	0.00108885263237
0	17	GO:0032308	7	0	3.73798184017e-05	0.00108822104732
0	17	GO:0032309	13	0	3.73798184017e-05	0.00108759019454
0	17	GO:0010172	4	0	3.73798184017e-05	0.00108696007276
0	17	GO:2000543	6	0	3.73798184017e-05	0.00108633068071
0	17	GO:0021627	1	0	3.73798184017e-05	0.00108570201712
0	17	GO:0021626	2	0	3.73798184017e-05	0.00108507408073
0	17	GO:0021623	1	0	3.73798184017e-05	0.00108444687028
0	17	GO:0021622	1	0	3.73798184017e-05	0.00108382038451
0	17	GO:0002538	5	0	3.73798184017e-05	0.00108319462216
0	17	GO:0019935	154	0	3.73798184017e-05	0.00108256958199
0	17	GO:0019932	312	2	0.00161622221506	0.00108256958199
0	17	GO:0019933	118	0	3.73798184017e-05	0.00108132166316
0	17	GO:0002532	12	0	3.73798184017e-05	0.00108069878202
0	17	GO:0006047	9	0	3.73798184017e-05	0.00108007661807
0	17	GO:0010171	27	0	3.73798184017e-05	0.00107945517007
0	17	GO:0002536	1	0	3.73798184017e-05	0.00107883443679
0	17	GO:0071451	9	0	3.73798184017e-05	0.001078214417
0	17	GO:0071450	9	0	3.73798184017e-05	0.00107759510947
0	17	GO:0010544	7	0	3.73798184017e-05	0.00107697651296
0	17	GO:0015790	1	0	3.73798184017e-05	0.00107635862627
0	17	GO:0015791	7	0	3.73798184017e-05	0.00107574144815
0	17	GO:0015793	6	0	3.73798184017e-05	0.00107512497741
0	17	GO:0001841	57	0	3.73798184017e-05	0.00107450921282
0	17	GO:0001840	7	0	3.73798184017e-05	0.00107389415317
0	17	GO:0001843	46	0	3.73798184017e-05	0.00107327979724
0	17	GO:0001842	1	0	3.73798184017e-05	0.00107266614384
0	17	GO:0001845	2	0	3.73798184017e-05	0.00107205319176
0	17	GO:0001844	3	0	3.73798184017e-05	0.0010714409398
0	17	GO:0016265	859	0	3.73798184017e-05	0.00107082938675
0	17	GO:0016264	6	0	3.73798184017e-05	0.00107021853142
0	17	GO:0046543	8	0	3.73798184017e-05	0.00106960837262
0	17	GO:0016266	4	0	3.73798184017e-05	0.00106899890916
0	17	GO:0046545	94	1	0.000274726763808	0.00106899890916
0	17	GO:0046544	2	0	3.73798184017e-05	0.00106778206351
0	17	GO:0046546	100	0	3.73798184017e-05	0.00106717467894
0	17	GO:0046549	7	0	3.73798184017e-05	0.00106656798498
0	17	GO:0046548	5	0	3.73798184017e-05	0.00106596198044
0	17	GO:0016269	1	0	3.73798184017e-05	0.00106535666416
0	17	GO:0051769	7	0	3.73798184017e-05	0.00106475203495
0	17	GO:0002315	1	0	3.73798184017e-05	0.00106414809165
0	17	GO:0007403	3	0	3.73798184017e-05	0.0010635448331
0	17	GO:0051764	1	0	3.73798184017e-05	0.00106294225812
0	17	GO:0007113	1	0	3.73798184017e-05	0.00106234036556
0	17	GO:0006948	1	0	3.73798184017e-05	0.00106173915426
0	17	GO:0071675	7	0	3.73798184017e-05	0.00106113862307
0	17	GO:0071676	1	0	3.73798184017e-05	0.00106053877082
0	17	GO:0071671	2	0	3.73798184017e-05	0.00105993959637
0	17	GO:0071670	1	0	3.73798184017e-05	0.00105934109858
0	17	GO:0007402	2	0	3.73798184017e-05	0.00105874327629
0	17	GO:0071672	1	0	3.73798184017e-05	0.00105814612836
0	17	GO:0071679	3	0	3.73798184017e-05	0.00105754965365
0	17	GO:0034465	2	0	3.73798184017e-05	0.00105695385103
0	17	GO:0045475	2	0	3.73798184017e-05	0.00105635871936
0	17	GO:0030308	126	1	0.000274726763808	0.00105635871936
0	17	GO:0030309	3	0	3.73798184017e-05	0.00105517046433
0	17	GO:0006867	1	0	3.73798184017e-05	0.00105457733872
0	17	GO:0030307	76	0	3.73798184017e-05	0.00105398487954
0	17	GO:0030302	1	0	3.73798184017e-05	0.00105339308567
0	17	GO:0030300	4	0	3.73798184017e-05	0.00105280195599
0	17	GO:0030301	39	0	3.73798184017e-05	0.00105221148939
0	17	GO:0001732	2	0	3.73798184017e-05	0.00105162168474
0	17	GO:0060763	2	0	3.73798184017e-05	0.00105103254094
0	17	GO:0047496	9	0	3.73798184017e-05	0.00105044405688
0	17	GO:0047497	5	0	3.73798184017e-05	0.00104985623144
0	17	GO:0033169	7	0	3.73798184017e-05	0.00104926906352
0	17	GO:0033160	7	0	3.73798184017e-05	0.00104868255203
0	17	GO:0045896	3	0	3.73798184017e-05	0.00104809669586
0	17	GO:0045897	3	0	3.73798184017e-05	0.0010475114939
0	17	GO:0061117	1	0	3.73798184017e-05	0.00104692694508
0	17	GO:0045892	621	1	0.000274726763808	0.00104692694508
0	17	GO:0045893	791	1	0.000274726763808	0.00768591765637
0	17	GO:0045898	5	0	3.73798184017e-05	0.00104517720645
0	17	GO:0045899	2	0	3.73798184017e-05	0.00104459525923
0	17	GO:0072218	2	0	3.73798184017e-05	0.0010440139597
0	17	GO:0052231	1	0	3.73798184017e-05	0.00104343330677
0	17	GO:0020021	1	0	3.73798184017e-05	0.00104285329938
0	17	GO:0072213	1	0	3.73798184017e-05	0.00104227393643
0	17	GO:0072210	18	0	3.73798184017e-05	0.00104169521687
0	17	GO:0072216	3	0	3.73798184017e-05	0.00104111713961
0	17	GO:0072215	17	0	3.73798184017e-05	0.00104053970359
0	17	GO:0006534	6	0	3.73798184017e-05	0.00103996290775
0	17	GO:0006535	1	0	3.73798184017e-05	0.00103938675101
0	17	GO:0006536	16	0	3.73798184017e-05	0.00103881123233
0	17	GO:0006537	5	0	3.73798184017e-05	0.00103823635063
0	17	GO:0006530	3	0	3.73798184017e-05	0.00103766210486
0	17	GO:0006531	4	0	3.73798184017e-05	0.00103708849396
0	17	GO:0006532	2	0	3.73798184017e-05	0.0010365155169
0	17	GO:0006533	4	0	3.73798184017e-05	0.0010359431726
0	17	GO:0006538	6	0	3.73798184017e-05	0.00103537146003
0	17	GO:0000266	10	0	3.73798184017e-05	0.00103480037815
0	17	GO:0045090	2	0	3.73798184017e-05	0.0010342299259
0	17	GO:0045091	5	0	3.73798184017e-05	0.00103366010225
0	17	GO:0060767	1	0	3.73798184017e-05	0.00103309090616
0	17	GO:0072131	2	0	3.73798184017e-05	0.00103252233659
0	17	GO:0030318	24	0	3.73798184017e-05	0.00103195439251
0	17	GO:0072376	69	0	3.73798184017e-05	0.00103138707289
0	17	GO:0050982	12	0	3.73798184017e-05	0.00103082037669
0	17	GO:0072378	21	0	3.73798184017e-05	0.0010302543029
0	17	GO:0072135	2	0	3.73798184017e-05	0.00102968885048
0	17	GO:0043369	1	0	3.73798184017e-05	0.00102912401842
0	17	GO:0060648	3	0	3.73798184017e-05	0.00102855980569
0	17	GO:0060649	1	0	3.73798184017e-05	0.00102799621128
0	17	GO:0042670	7	0	3.73798184017e-05	0.00102743323416
0	17	GO:0090010	1	0	3.73798184017e-05	0.00102687087333
0	17	GO:0060644	11	0	3.73798184017e-05	0.00102630912778
0	17	GO:0048322	1	0	3.73798184017e-05	0.00102574799649
0	17	GO:0048321	1	0	3.73798184017e-05	0.00102518747846
0	17	GO:0048320	3	0	3.73798184017e-05	0.00102462757268
0	17	GO:0048327	1	0	3.73798184017e-05	0.00102406827816
0	17	GO:0051169	184	0	3.73798184017e-05	0.00102350959388
0	17	GO:0050707	53	0	3.73798184017e-05	0.00102295151886
0	17	GO:0051160	1	0	3.73798184017e-05	0.00102239405209
0	17	GO:0032922	8	0	3.73798184017e-05	0.00102183719258
0	17	GO:0051164	1	0	3.73798184017e-05	0.00102128093935
0	17	GO:0009048	3	0	3.73798184017e-05	0.00102072529139
0	17	GO:0044329	1	0	3.73798184017e-05	0.00102017024773
0	17	GO:0044328	1	0	3.73798184017e-05	0.00101961580738
0	17	GO:0010043	30	0	3.73798184017e-05	0.00101906196935
0	17	GO:0032924	6	0	3.73798184017e-05	0.00101850873267
0	17	GO:0010041	4	0	3.73798184017e-05	0.00101795609635
0	17	GO:0010040	3	0	3.73798184017e-05	0.00101740405943
0	17	GO:0010046	1	0	3.73798184017e-05	0.00101685262091
0	17	GO:0044321	3	0	3.73798184017e-05	0.00101630177984
0	17	GO:0010044	3	0	3.73798184017e-05	0.00101575153524
0	17	GO:0032434	44	0	3.73798184017e-05	0.00101520188614
0	17	GO:0018216	9	0	3.73798184017e-05	0.00101465283157
0	17	GO:0018214	11	0	3.73798184017e-05	0.00101410437058
0	17	GO:0032927	3	0	3.73798184017e-05	0.0010135565022
0	17	GO:0018212	38	0	3.73798184017e-05	0.00101300922548
0	17	GO:0009730	3	0	3.73798184017e-05	0.00101246253944
0	17	GO:0018210	24	0	3.73798184017e-05	0.00101191644314
0	17	GO:0018211	1	0	3.73798184017e-05	0.00101137093562
0	17	GO:0032438	13	0	3.73798184017e-05	0.00101082601594
0	17	GO:0032439	1	0	3.73798184017e-05	0.00101028168313
0	17	GO:0051299	3	0	3.73798184017e-05	0.00100973793627
0	17	GO:0051298	11	0	3.73798184017e-05	0.00100919477438
0	17	GO:0051295	2	0	3.73798184017e-05	0.00100865219655
0	17	GO:0051294	9	0	3.73798184017e-05	0.00100811020182
0	17	GO:0051297	37	1	0.000274726763808	0.00100811020182
0	17	GO:0051291	50	0	3.73798184017e-05	0.00100702795791
0	17	GO:0051290	6	0	3.73798184017e-05	0.00100648770686
0	17	GO:0051293	13	0	3.73798184017e-05	0.00100594803516
0	17	GO:2000328	4	0	3.73798184017e-05	0.0010054089419
0	17	GO:0007281	116	0	3.73798184017e-05	0.00100487042613
0	17	GO:0007283	355	1	0.000274726763808	0.00100487042613
0	17	GO:0007285	1	0	3.73798184017e-05	0.00100379512337
0	17	GO:0007286	67	0	3.73798184017e-05	0.00100325833454
0	17	GO:0007289	10	0	3.73798184017e-05	0.0010027221195
0	17	GO:0007288	4	0	3.73798184017e-05	0.00100218647734
0	17	GO:0006173	1	0	3.73798184017e-05	0.00100165140714
0	17	GO:0003058	1	0	3.73798184017e-05	0.00100111690799
0	17	GO:0032829	3	0	3.73798184017e-05	0.00100058297898
0	17	GO:0032799	2	0	3.73798184017e-05	0.00100004961918
0	17	GO:0032825	5	0	3.73798184017e-05	0.000999516827694
0	17	GO:0032796	2	0	3.73798184017e-05	0.000998984603611
0	17	GO:0032793	2	0	3.73798184017e-05	0.000998452946025
0	17	GO:0032792	2	0	3.73798184017e-05	0.000997921854033
0	17	GO:0032823	5	0	3.73798184017e-05	0.000997391326731
0	17	GO:0032790	3	0	3.73798184017e-05	0.000996861363221
0	17	GO:0042450	1	0	3.73798184017e-05	0.000996331962603
0	17	GO:0071863	2	0	3.73798184017e-05	0.000995803123982
0	17	GO:0071864	2	0	3.73798184017e-05	0.000995274846462
0	17	GO:0071865	2	0	3.73798184017e-05	0.000994747129152
0	17	GO:0071866	2	0	3.73798184017e-05	0.000994219971161
0	17	GO:0071867	3	0	3.73798184017e-05	0.0009936933716
0	17	GO:0071868	3	0	3.73798184017e-05	0.000993167329583
0	17	GO:0071869	3	0	3.73798184017e-05	0.000992641844223
0	17	GO:2000392	1	0	3.73798184017e-05	0.000992116914638
0	17	GO:0006888	43	0	3.73798184017e-05	0.000991592539948
0	17	GO:0033864	2	0	3.73798184017e-05	0.000991068719272
0	17	GO:0016259	1	0	3.73798184017e-05	0.000990545451733
0	17	GO:0006884	13	0	3.73798184017e-05	0.000990022736455
0	17	GO:0006885	34	0	3.73798184017e-05	0.000989500572564
0	17	GO:0006886	390	0	3.73798184017e-05	0.000988978959189
0	17	GO:0006887	198	0	3.73798184017e-05	0.000988457895459
0	17	GO:0006880	2	0	3.73798184017e-05	0.000987937380506
0	17	GO:0006882	8	0	3.73798184017e-05	0.000987417413464
0	17	GO:0008643	102	0	3.73798184017e-05	0.000986897993467
0	17	GO:0034088	4	0	3.73798184017e-05	0.000986379119654
0	17	GO:0051204	4	0	3.73798184017e-05	0.000985860791162
0	17	GO:0007219	55	0	3.73798184017e-05	0.000985343007133
0	17	GO:0003266	2	0	3.73798184017e-05	0.000984825766709
0	17	GO:0016070	1689	2	0.00161622221506	0.000984825766709
0	17	GO:0016071	598	0	3.73798184017e-05	0.000983792913257
0	17	GO:0016072	104	0	3.73798184017e-05	0.000983277298523
0	17	GO:0016073	14	0	3.73798184017e-05	0.000982762223982
0	17	GO:0016074	2	0	3.73798184017e-05	0.000982247688786
0	17	GO:0016075	7	0	3.73798184017e-05	0.000981733692089
0	17	GO:0016078	1	0	3.73798184017e-05	0.000981220233045
0	17	GO:0016079	23	0	3.73798184017e-05	0.000980707310811
0	17	GO:0003264	3	0	3.73798184017e-05	0.000980194924546
0	17	GO:0048251	6	0	3.73798184017e-05	0.000979683073411
0	17	GO:0070445	2	0	3.73798184017e-05	0.000979171756566
0	17	GO:0070447	2	0	3.73798184017e-05	0.000978660973178
0	17	GO:0060431	1	0	3.73798184017e-05	0.000978150722409
0	17	GO:0071248	46	0	3.73798184017e-05	0.00097764100343
0	17	GO:0048255	22	0	3.73798184017e-05	0.000977131815407
0	17	GO:0060346	7	0	3.73798184017e-05	0.000976623157512
0	17	GO:0042074	10	0	3.73798184017e-05	0.000976115028919
0	17	GO:0071241	53	0	3.73798184017e-05	0.000975607428799
0	17	GO:0042073	2	0	3.73798184017e-05	0.000975100356331
0	17	GO:0071243	3	0	3.73798184017e-05	0.000974593810692
0	17	GO:0060432	1	0	3.73798184017e-05	0.00097408779106
0	17	GO:0043249	7	0	3.73798184017e-05	0.000973582296617
0	17	GO:0043248	7	0	3.73798184017e-05	0.000973077326546
0	17	GO:0043244	58	0	3.73798184017e-05	0.000972572880032
0	17	GO:0043247	4	0	3.73798184017e-05	0.00097206895626
0	17	GO:0051209	19	0	3.73798184017e-05	0.000971565554418
0	17	GO:0043241	99	0	3.73798184017e-05	0.000971062673696
0	17	GO:0043243	14	0	3.73798184017e-05	0.000970560313286
0	17	GO:0043242	42	0	3.73798184017e-05	0.000970058472379
0	17	GO:0060341	466	1	0.000274726763808	0.000970058472379
0	17	GO:0032226	3	0	3.73798184017e-05	0.000969056345858
0	17	GO:0060436	1	0	3.73798184017e-05	0.000968556058638
0	17	GO:0015813	15	1	0.000274726763808	0.000968556058638
0	17	GO:0015812	2	0	3.73798184017e-05	0.000967557032275
0	17	GO:0030950	1	0	3.73798184017e-05	0.000967058291537
0	17	GO:0045381	1	0	3.73798184017e-05	0.000966560064699
0	17	GO:0034637	96	3	0.00763288178779	0.000966560064699
0	17	GO:0034635	2	0	3.73798184017e-05	0.000965565149553
0	17	GO:0034633	1	0	3.73798184017e-05	0.000965068459661
0	17	GO:0045162	3	0	3.73798184017e-05	0.000964572280505
0	17	GO:0017126	1	0	3.73798184017e-05	0.000964076611296
0	17	GO:0034329	136	0	3.73798184017e-05	0.000963581451249
0	17	GO:0034638	2	0	3.73798184017e-05	0.00096308679958
0	17	GO:0046203	1	0	3.73798184017e-05	0.000962592655506
0	17	GO:0061341	1	0	3.73798184017e-05	0.000962099018247
0	17	GO:0061346	1	0	3.73798184017e-05	0.000961605887023
0	17	GO:0061347	1	0	3.73798184017e-05	0.000961113261056
0	17	GO:0061348	1	0	3.73798184017e-05	0.000960621139571
0	17	GO:0061349	1	0	3.73798184017e-05	0.000960129521792
0	17	GO:0060347	7	0	3.73798184017e-05	0.000959638406947
0	17	GO:0060430	6	0	3.73798184017e-05	0.000959147794265
0	17	GO:0060433	6	0	3.73798184017e-05	0.000958657682975
0	17	GO:0090224	6	0	3.73798184017e-05	0.000958168072309
0	17	GO:0060343	15	0	3.73798184017e-05	0.000957678961501
0	17	GO:0060434	2	0	3.73798184017e-05	0.000957190349786
0	17	GO:0060437	4	0	3.73798184017e-05	0.000956702236401
0	17	GO:0060340	4	0	3.73798184017e-05	0.000956214620582
0	17	GO:0060439	8	0	3.73798184017e-05	0.00095572750157
0	17	GO:0060438	13	0	3.73798184017e-05	0.000955240878606
0	17	GO:0015811	4	0	3.73798184017e-05	0.000954754750932
0	17	GO:0015810	6	0	3.73798184017e-05	0.000954269117793
0	17	GO:0015817	1	0	3.73798184017e-05	0.000953783978435
0	17	GO:0015816	3	0	3.73798184017e-05	0.000953299332104
0	17	GO:0060349	48	0	3.73798184017e-05	0.00095281517805
0	17	GO:0060348	66	0	3.73798184017e-05	0.000952331515524
0	17	GO:0010824	9	0	3.73798184017e-05	0.000951848343775
0	17	GO:0010827	70	0	3.73798184017e-05	0.00095136566206
0	17	GO:0010826	3	0	3.73798184017e-05	0.000950883469631
0	17	GO:0010821	20	0	3.73798184017e-05	0.000950401765745
0	17	GO:0010820	8	0	3.73798184017e-05	0.000949920549661
0	17	GO:0010823	6	0	3.73798184017e-05	0.000949439820638
0	17	GO:0010822	13	0	3.73798184017e-05	0.000948959577937
0	17	GO:0032652	34	0	3.73798184017e-05	0.00094847982082
0	17	GO:0046208	1	0	3.73798184017e-05	0.00094800054855
0	17	GO:0046209	23	0	3.73798184017e-05	0.000947521760395
0	17	GO:0010829	6	0	3.73798184017e-05	0.000947043455619
0	17	GO:0010828	28	0	3.73798184017e-05	0.000946565633492
0	17	GO:0046753	2	0	3.73798184017e-05	0.000946088293284
0	17	GO:0051938	6	0	3.73798184017e-05	0.000945611434265
0	17	GO:0002643	8	0	3.73798184017e-05	0.000945135055709
0	17	GO:0002646	1	0	3.73798184017e-05	0.000944659156889
0	17	GO:0002645	8	0	3.73798184017e-05	0.000944183737082
0	17	GO:0051930	18	0	3.73798184017e-05	0.000943708795564
0	17	GO:0051931	18	0	3.73798184017e-05	0.000943234331615
0	17	GO:0002648	1	0	3.73798184017e-05	0.000942760344513
0	17	GO:0051933	3	0	3.73798184017e-05	0.000942286833542
0	17	GO:0051934	2	0	3.73798184017e-05	0.000941813797983
0	17	GO:0051935	3	0	3.73798184017e-05	0.000941341237121
0	17	GO:0051937	8	0	3.73798184017e-05	0.000940869150241
